Index,Company name,Rating,Company type,Sector,Old,Company location,Employees,Reviews
6495,MAHLE Engine Components,3.6, 103 years old ,Automobile , Stuttgart +11 more,, 201-500 Employees ,98 Reviews
6496,RentoMojo,3.6, Startup ,FinTech , 9 years old , Bangalore +12 more, 501-1k Employees ,98 Reviews
6497,Cogent,3.4, 87 years old ,IT Services & Consulting , Birmingham +11 more,, 51-200 Employees ,98 Reviews
6498,Okinawa Autotech,3.7, Startup ,Auto Components , 7 years old , Gurgaon +11 more, 51-200 Employees ,98 Reviews
6499,Rapidtech,3.7, 9 years old ,IT Services & Consulting , Noida +25 more,, 501-1k Employees ,98 Reviews
6500,Watchyourhealth.com,4.6, 8 years old ,Emerging Technologies , Thane +1 more,, 201-500 Employees ,98 Reviews
6501,Meinhardt Group,3.4, 26 years old ,Engineering & Construction , Bukit Merah +21 more,, 201-500 Employees ,98 Reviews
6502,Marsh McLennan Global Services,4.4,,Financial Services ,,, Mumbai +4 more,98 Reviews
6503,Amazon Pay,4.2,,Hyderabad/Secunderabad +29 more,,,,98 Reviews
6504,Tradologie.com,3.6, Startup ,Internet , 7 years old , Noida +1 more, 51-200 Employees ,98 Reviews
6505,20Cube Logistics,3.5, 12 years old ,Logistics , Singapore +17 more,, 51-200 Employees ,98 Reviews
6506,OSI Technologies,3.8, 30 years old ,IT Services & Consulting , Woodland Hills +8 more,, 501-1k Employees ,98 Reviews
6507,Computacenter,4.4, 42 years old ,IT Services & Consulting , Hatfield +4 more,, 501-1k Employees ,98 Reviews
6508,Multi Mantech International,3.1, 32 years old ,Engineering & Construction , Ahmedabad +14 more,, 51-200 Employees ,97 Reviews
6509,Concentric,4,,11-50 Employees ,,, Gurgaon/Gurugram +15 more,97 Reviews
6510,Dish Infra Services,3.8, Delhi +40 more,Telecom ,,, 501-1k Employees ,97 Reviews
6511,Airtel Business,3.9,,Gurgaon/Gurugram +34 more,,,,97 Reviews
6512,Sumeru Software Solutions,3.4, 22 years old ,IT Services & Consulting , Bangalore/Bengaluru +8 more,, 201-500 Employees ,97 Reviews
6513,IIMT Group of Colleges,3.3, 29 years old ,Education & Training , Greater Noida +10 more,, 51-200 Employees ,97 Reviews
6514,DSM SOFT,3.4, 32 years old ,IT Services & Consulting , Chennai +3 more,, 501-1k Employees ,97 Reviews
6515,Collage,4.5, 15 years old ,Retail , New York +48 more,, 11-50 Employees (Global) ,97 Reviews
6516,Doosan Heavy Industries & Construction,4.1, 61 years old ,Engineering & Construction , Seocho +15 more,, 5k-10k Employees (Global) ,97 Reviews
6517,G-Cube Solutions,3.3, 23 years old ,EdTech , Noida +3 more,, 201-500 Employees ,97 Reviews
6518,Sigachi Industries,3.9, 34 years old ,Chemicals / Agri Inputs , Hyderabad +6 more,, 51-200 Employees ,97 Reviews
6519,Vkl Seasoning,3.9, 88 years old ,FMCG , Mumbai +10 more,, 201-500 Employees ,97 Reviews
6520,Dr L H Hiranandani Hospital,4, 19 years old ,Healthcare , Mumbai +3 more,, 201-500 Employees ,97 Reviews
6521,Best Koki Automotive,3.8, 15 years old ,Auto Components , Gurgaon +9 more,, 201-500 Employees ,97 Reviews
6522,Hind Rectifiers,3.4, Public ,Electrical Equipment , 65 years old , Mumbai +8 more, 201-500 Employees ,97 Reviews
6523,FEV,3.6, 45 years old ,Auto Components , Aachen +4 more,, 201-500 Employees ,97 Reviews
6524,Intercraft Trading,4.4, 29 years old ,Beauty & Personal Care , Mumbai +19 more,, 201-500 Employees ,97 Reviews
6525,Urbanpro,3.8, 12 years old ,EdTech , Bangalore +18 more,, 51-200 Employees ,97 Reviews
6526,Synergy Maritime,3.9, 17 years old ,Ports & Shipping , Chennai +7 more,, 1k-5k Employees ,97 Reviews
6527,Medvarsity Online,3.3, Public ,Education & Training , 23 years old , Hyderabad/Secunderabad +4 more, 201-500 Employees ,97 Reviews
6528,Hyperquality,3.3, 20 years old ,BPO , Seattle +6 more,, 501-1k Employees ,97 Reviews
6529,Novopay Solutions,4, Startup ,Software Product , 9 years old , Bangalore +18 more, 201-500 Employees ,97 Reviews
6530,United Telecoms,3.7, 40 years old ,Telecom , Bengaluru +16 more,, 1k-5k Employees ,97 Reviews
6531,Saurer,3.4, 170 years old ,Financial Services , Wattwil +9 more,, 201-500 Employees ,97 Reviews
6532,Valdel Engineers & Constructors,3.5, 33 years old ,Oil & Gas , Bangalore/Bengaluru +6 more,, 501-1k Employees ,97 Reviews
6533,Market Xcel Data Matrix,3, 23 years old ,Analytics & KPO , Delhi/NCR +22 more,, 51-200 Employees ,97 Reviews
6534,Siemens Building Technologies,3.9,,Industrial Automation ,,, Cleveland +16 more,97 Reviews
6535,Casino Air Caterers & Flight Services,3.7, 18 years old ,Facility Management Services , Kochi/Cochin +13 more,, 1k-5k Employees (Global) ,97 Reviews
6536,Infiniminds,4.1, Bengaluru +23 more,51-200 Employees ,,, 9 years old ,97 Reviews
6537,Evertogen Life Sciences,3.3, 10 years old ,Pharma , Hyderabad +3 more,, 51-200 Employees ,97 Reviews
6538,KRYFS POWER COMPONENTS,4.4, 31 years old ,Industrial Machinery , Mumbai +13 more,, 201-500 Employees ,97 Reviews
6539,Central Academy School,3.3, 47 years old ,Education & Training , New Delhi +23 more,, 5k-10k Employees ,97 Reviews
6540,Cex Webuy Entertainment,3.6, 31 years old ,Retail , Mumbai +10 more,, 1k-5k Employees ,97 Reviews
6541,AMS Comtel BPMS,3.4, Noida +5 more,IT Services & Consulting ,,, 10 years old ,97 Reviews
6542,Fouress Engineering India,3.2, 61 years old ,Engineering & Construction , Mumbai +6 more,, 501-1k Employees ,97 Reviews
6543,Kesoram Industries,3.6, Public ,Auto Components , 104 years old , Kolkata +17 more, 501-1k Employees ,97 Reviews
6544,Ardex Endura,3.7, 74 years old ,Building Material , Bengaluru +30 more,, 201-500 Employees ,97 Reviews
6545,NIS Management Private,4.1, 38 years old ,Law Enforcement & Security , Kolkata +12 more,, 51-200 Employees ,97 Reviews
6546,Gateway Group,3, 26 years old ,IT Services & Consulting , Ahmedabad +4 more,, 501-1k Employees ,97 Reviews
6547,Homeocare International,3.5, 37 years old ,Healthcare , Hyderabad +21 more,, 11-50 Employees ,97 Reviews
6548,Voith,3.6, 156 years old ,Industrial Machinery , Heidenheim +9 more,, 201-500 Employees ,97 Reviews
6549,Kumar Properties,3.9, 57 years old ,Real Estate , Pune +5 more,, 501-1k Employees (Global) ,97 Reviews
6550,Dangote Industries,4, Public ,Building Material , 45 years old , Lagos +6 more, 10k-50k Employees (Global) ,97 Reviews
6551,RPG Group,4, Conglomerate ,Engineering & Construction , 203 years old , Mumbai +25 more, 10k-50k Employees ,97 Reviews
6552,Naga,3.8, Public ,Food Processing , 61 years old , Hamburg +7 more, 1k-5k Employees ,97 Reviews
6553,Arabian Bemco Contracting Co,4.5, 55 years old ,Engineering & Construction , Jeddah  +10 more,, 51-200 Employees ,97 Reviews
6554,Nava Bharath Fertilizers,4.4, 8 years old ,Agro Chemicals , Hyderabad/Secunderabad +29 more,, 51-200 Employees ,97 Reviews
6555,Data Patterns,3.8, 38 years old ,Defence & Aerospace , Chennai +7 more,, 201-500 Employees ,97 Reviews
6556,Pan Gulf Technologies,4.3, 19 years old ,Design , Mumbai +4 more,, 201-500 Employees ,97 Reviews
6557,Marwadi Shares & Finance,4.3, Public ,Financial Services , 31 years old , Rajkot +21 more, 501-1k Employees ,97 Reviews
6558,Gar Corporation,3.9, 41 years old ,Real Estate , Hyderabad +2 more,, 51-200 Employees ,97 Reviews
6559,Datavail Infotech,2.7, 16 years old ,IT Services & Consulting , Broomfield +5 more,, 201-500 Employees ,97 Reviews
6560,Medsave Healthcare TPA,2.5, 21 years old ,Insurance , New Delhi +15 more,, 51-200 Employees ,97 Reviews
6561,Model N,4.7, Public ,Software Product , 24 years old , San Mateo, 501-1k Employees ,97 Reviews
6562,Lokmat Media,3.6, 52 years old ,Printing & Publishing , Mumbai +23 more,, 1k-5k Employees ,97 Reviews
6563,Virtuoso,3.7, Pune +3 more,201-500 Employees ,,, 7 years old ,97 Reviews
6564,Dangote Cement,4.1, 42 years old ,Building Material , Lagos +4 more,, 201-500 Employees ,97 Reviews
6565,Pharmaceutical job,4,,Pharma ,,, Paris +37 more,97 Reviews
6566,Xylem Resource Management,3.7, 16 years old ,Recruitment , Bengaluru +37 more,, 201-500 Employees ,97 Reviews
6567,Funlabtech,4.3, Gurgaon/Gurugram +5 more,IT Services & Consulting ,,, 11-50 Employees ,97 Reviews
6568,PhableCare,2.7, Startup ,Internet , 6 years old , Bangalore +5 more, 51-200 Employees ,97 Reviews
6569,SUGAR Cosmetics,3.5, Startup ,Internet , 11 years old , Mumbai +19 more, 201-500 Employees ,97 Reviews
6570,Gujarat Guardian Ltd.,3.6, 31 years old ,Building Material , Noida +8 more,, 201-500 Employees ,97 Reviews
6571,Mentorsity,4.5, 3 years old ,EdTech , New Delhi +7 more,, 11-50 Employees ,97 Reviews
6572,Drive India Enterprise Solutions Limited (DIESL),3.7, 20 years old ,Logistics , Mumbai +31 more,, 1k-5k Employees (Global) ,97 Reviews
6573,Zeta Global,4.3, 16 years old ,Marketing & Advertising , New York +3 more,, 501-1k Employees ,97 Reviews
6574,Aditi Consulting,3.8, MNC ,IT Services & Consulting , 12 years old , Bellevue +3 more, 501-1k Employees ,97 Reviews
6575,Goldmedal Electricals,3.9, 44 years old ,Electrical Equipment , Mumbai +23 more,, 201-500 Employees ,97 Reviews
6576,Jse Engineering,4, 18 years old ,Engineering & Construction , Chennai +7 more,, 11-50 Employees ,97 Reviews
6577,Plaza Premium Lounge,4.4, Public ,Hospitality , 25 years old , Hong Kong +9 more, 201-500 Employees ,97 Reviews
6578,Metalman Microturners,3.8, 13 years old ,Metals & Mining , Rudrapur +8 more,, 1k-5k Employees (Global) ,97 Reviews
6579,Bounce,3.8, Startup ,Automobile , 9 years old , Bangalore +6 more, 501-1k Employees ,97 Reviews
6580,IFAS Edutech Private Limited,4.1, 21 years old ,EdTech , Pune +4 more,, 201-500 Employees ,97 Reviews
6581,Greenway Health,3.2, Tampa +1 more,IT Services & Consulting ,,, 201-500 Employees ,97 Reviews
6582,Gleneagles Global Hospital,4.1, 24 years old ,Pharma , Hyderabad +6 more,, 201-500 Employees ,97 Reviews
6583,Imdaad,4.2, 16 years old ,Facility Management Services , Dubai +6 more,, 5k-10k Employees (Global) ,96 Reviews
6584,Go Colors,4.2, 13 years old ,Fashion & Textile , Chennai +25 more,, 51-200 Employees ,96 Reviews
6585,Pathcare Labs,3.8, 16 years old ,Healthcare , Hyderabad/Secunderabad +26 more,, 201-500 Employees ,96 Reviews
6586,Imedx Information Services,3.1, 21 years old ,IT Services & Consulting , Atlanta +6 more,, 201-500 Employees ,96 Reviews
6587,Kuantum Papers,4, Public ,Pulp & Paper , 26 years old , Chandigarh +2 more, 1k-5k Employees ,96 Reviews
6588,VRVS Electrical Solutions,4.1, 24 years old ,Electronics Manufacturing , Hyderabad +4 more,, 501-1k Employees ,96 Reviews
6589,Ogilvy,3.9, 75 years old ,Marketing & Advertising , New York +10 more,, 1k-5k Employees ,96 Reviews
6590,A.K.AUTOMATICS,3.6, 54 years old ,Auto Components , Hariyana +7 more,, 5k-10k Employees ,96 Reviews
6591,Euro School,3.8, 22 years old ,Education & Training , Mumbai +13 more,, 1k-5k Employees (Global) ,96 Reviews
6592,Rustomjee Group,4.2, 27 years old ,Real Estate , Mumbai +5 more,, 501-1k Employees ,96 Reviews
6593,S.R.Batliboi & Co.,3.2, 34 years old ,Accounting & Auditing , London +10 more,, 201-500 Employees (Global) ,96 Reviews
6594,Innova Captab,4.3, Public ,Pharma , 17 years old , Mumbai +9 more, 51-200 Employees ,96 Reviews
6595,LS Cable,4.4, Public ,Electrical Equipment , 61 years old , Gyeonggi-do +8 more, 51-200 Employees ,96 Reviews
6596,Vistaprint,3.9, Startup ,Internet , 11 years old , Mumbai +8 more, 1k-5k Employees ,96 Reviews
6597,Nikon,4.1, 16 years old ,Consumer Electronics & Appliances , Tokyo +23 more,, 201-500 Employees ,96 Reviews
6598,U.S. Polo Assn,4.4, 133 years old ,Retail , Los Angeles +36 more,, 51-200 Employees ,96 Reviews
6599,Archidply Industries,3.8, Public ,Furniture & Furnishing , 47 years old , Delhi/NCR +28 more, 501-1k Employees ,96 Reviews
6600,Bridgei2i Analytics Solutions,3.8, 12 years old ,IT Services & Consulting , Bangalore +3 more,, 1k-5k Employees ,96 Reviews
6601,Neuberg Diagnostics,3.5, Chennai +20 more,Healthcare ,,, 201-500 Employees ,96 Reviews
6602,Thermo Systems India,3.9, 18 years old ,Semiconductors , Hyderabad +15 more,, 501-1k Employees ,96 Reviews
6603,ITC Wills Lifestyle,4.5, Public ,Fashion & Textile , 113 years old , Mumbai +30 more, 201-500 Employees (Global) ,96 Reviews
6604,Mövenpick Hotels & Resorts,4.3, 50 years old ,Hospitality , Paris +17 more,, 51-200 Employees ,96 Reviews
6605,AGIO Pharmaceuticals,2.6, Public ,Pharma , 32 years old , Massachusetts +7 more, 201-500 Employees ,96 Reviews
6606,Sigma,4.1, 24 years old ,Pharma , Altidona +21 more,, 10k-50k Employees ,96 Reviews
6607,Nikon,4.1, 16 years old ,Consumer Electronics & Appliances , Tokyo +23 more,, 201-500 Employees ,96 Reviews
6608,Vistaprint,3.9, Startup ,Internet , 11 years old , Mumbai +8 more, 1k-5k Employees ,96 Reviews
6609,Christ University,3.7, 54 years old ,Education & Training , Bangalore/Bengaluru +4 more,, 501-1k Employees ,96 Reviews
6610,The Calcutta Medical Research Institute,4.2, 54 years old ,Healthcare , Kolkata +4 more,, 1k-5k Employees ,96 Reviews
6611,Euro School,3.8, 22 years old ,Education & Training , Mumbai +13 more,, 1k-5k Employees (Global) ,96 Reviews
6612,S.R.Batliboi & Co.,3.2, 34 years old ,Accounting & Auditing , London +10 more,, 201-500 Employees (Global) ,96 Reviews
6613,The Indure,3.9, 53 years old ,Power , New Delhi +12 more,, 51-200 Employees ,96 Reviews
6614,Innova Captab,4.3, Public ,Pharma , 17 years old , Mumbai +9 more, 51-200 Employees ,96 Reviews
6615,Arwade Infrastructure,3.3, 14 years old ,Engineering & Construction , Pune +9 more,, 51-200 Employees ,96 Reviews
6616,Go Colors,4.2, 13 years old ,Fashion & Textile , Chennai +25 more,, 51-200 Employees ,96 Reviews
6617,A.K.AUTOMATICS,3.6, 54 years old ,Auto Components , Hariyana +7 more,, 5k-10k Employees ,96 Reviews
6618,EMDAD LLC,4.4, 44 years old ,Oil & Gas , Abu Dhabi +8 more,, 1-10 Employees ,96 Reviews
6619,Sushee Infra & Mining,4.2, 37 years old ,Engineering & Construction , Hyderabad +15 more,, 1k-5k Employees ,96 Reviews
6620,SMARTe,3.8, Startup ,IT Services & Consulting , 9 years old , Delhi +9 more, 201-500 Employees ,96 Reviews
6621,V.Ships,3.9, 39 years old ,Ports & Shipping , Glasgow +9 more,, 51-200 Employees ,96 Reviews
6622,Meditab Software,3, 18 years old ,Software Product , Ahmedabad +2 more,, 1k-5k Employees ,96 Reviews
6623,Metal Power Analytical,3.6, 36 years old ,Electronics Manufacturing , Mumbai +17 more,, 51-200 Employees ,96 Reviews
6624,Enzene Biosciences,4.1, 17 years old ,Pharma , Pune +2 more,, 201-500 Employees ,96 Reviews
6625,Claas,4.1, 15 years old ,Industrial Machinery , Harsewinkel +6 more,, 201-500 Employees ,96 Reviews
6626,Motion Education,3.5, 16 years old ,Education & Training , Kota +26 more,, 51-200 Employees ,96 Reviews
6627,Faber Sindoori Management Services,4, 16 years old ,Facility Management Services , Chennai +17 more,, 1k-5k Employees (Global) ,96 Reviews
6628,The Indure,3.9, 53 years old ,Power , New Delhi +12 more,, 51-200 Employees ,96 Reviews
6629,Accuster Technologies,3.3, 14 years old ,Healthcare , Delhi/NCR +6 more,, 51-200 Employees ,96 Reviews
6630,ITC Wills Lifestyle,4.5, Public ,Fashion & Textile , 113 years old , Mumbai +30 more, 201-500 Employees (Global) ,96 Reviews
6631,Sigma,4.1, 24 years old ,Pharma , Altidona +21 more,, 10k-50k Employees ,96 Reviews
6632,United Industries,3.8, 38 years old ,Industrial Machinery , Chennai +9 more,, Public ,96 Reviews
6633,Apollo Spectra Hospitals,4.3, 14 years old ,Healthcare , Hyderabad +14 more,, 10k-50k Employees ,96 Reviews
6634,Unison Pharmaceuticals,4.1, 42 years old ,Pharma , Ahmedabad +4 more,, 501-1k Employees ,96 Reviews
6635,ATS ELGI,4.4, 16 years old ,Real Estate , Coimbatore +15 more,, 51-200 Employees ,96 Reviews
6636,Integrated Enterprises,3.8, 49 years old ,Financial Services , Chennai +23 more,, 1k-5k Employees ,96 Reviews
6637,VBeyond Corporation,4, 17 years old ,Recruitment , Hillsborough +4 more,, 201-500 Employees ,96 Reviews
6638,Labdhi Lifestyle,4.2, Public ,Real Estate , 9 years old , Mumbai +2 more, 51-200 Employees ,96 Reviews
6639,Go Speedy Go,4.2, 6 years old ,Automobile , Bhubaneswar +4 more,, 201-500 Employees ,96 Reviews
6640,Bridgei2i Analytics Solutions,3.8, 12 years old ,IT Services & Consulting , Bangalore +3 more,, 1k-5k Employees ,96 Reviews
6641,Neuberg Diagnostics,3.5, Chennai +20 more,Healthcare ,,, 201-500 Employees ,96 Reviews
6642,"MAYBRIGHT VENTURES PRIVATE LIMITED, Kolkata",3.5, Startup ,FinTech , 7 years old , Kolkata +2 more, 51-200 Employees ,96 Reviews
6643,Urjanet Energy Solutions,3.9, 13 years old ,IT Services & Consulting , Atlanta,, 201-500 Employees ,96 Reviews
6644,EMDAD LLC,4.4, 44 years old ,Oil & Gas , Abu Dhabi +8 more,, 1-10 Employees ,96 Reviews
6645,Mahindra Teqo,4.1, Mumbai +29 more,Software Product ,,, 501-1k Employees ,96 Reviews
6646,Accentuate Business Solutions,3.8,,11-50 Employees ,,, Gurgaon/Gurugram +12 more,96 Reviews
6647,Toshiba Water Solutions,3.8,,51-200 Employees ,,, Gurgaon/Gurugram +12 more,96 Reviews
6648,Motilal Oswal,3.6, Public ,Financial Services , 36 years old , Mumbai +30 more, 5k-10k Employees ,96 Reviews
6649,Cogito Tech,3.4, Noida +1 more,IT Services & Consulting ,,, 201-500 Employees ,96 Reviews
6650,Ebix Smartclass Educational Services,3.7, 9 years old ,EdTech , Gurugram +23 more,, 501-1k Employees ,96 Reviews
6651,Sri Ramachandra Institute of Higher Education and Research,4.2, 33 years old ,Education & Training , Chennai +7 more,, 201-500 Employees ,96 Reviews
6652,Unify Technologies,3.3, 8 years old ,IT Services & Consulting , Bellevue +6 more,, 201-500 Employees ,96 Reviews
6653,Bhate & Raje Construction Co.,4.5, 33 years old ,Engineering & Construction , Pune +4 more,, 501-1k Employees ,96 Reviews
6654,Citec Engineering,3.6, 39 years old ,Engineering & Construction , Vaasa +4 more,, 51-200 Employees ,96 Reviews
6655,Topsel Toyota,4.2, 42 years old ,Automobile , Kolkata +5 more,, 201-500 Employees ,96 Reviews
6656,REI Systems,3.9, 34 years old ,IT Services & Consulting , Sterling,, 51-200 Employees ,96 Reviews
6657,Texport Syndicate India,3.6, Public ,Fashion & Textile , 45 years old , Mumbai +8 more, 501-1k Employees ,96 Reviews
6658,Sampark Logistics,3.6, 10 years old ,Logistics , Faridabad +16 more,, 201-500 Employees ,95 Reviews
6659,Listenlights,3.8, 37 years old ,Electrical Equipment , Mumbai +5 more,, 51-200 Employees (Global) ,95 Reviews
6660,Excel Industries,4.1, Public ,Agro Chemicals , 82 years old , Mumbai +14 more, 1k-5k Employees ,95 Reviews
6661,ASSA ABLOY,3.6, Public ,Real Estate , 18 years old , Stockholm +20 more, 51-200 Employees ,95 Reviews
